"geography_code","supergroup_code","group_code","supergroup_name","group_name"
"E01009612",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01032528",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009679",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01032531",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009552",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01032534",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009544",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009619",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01032529",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009539",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009540",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009541",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009542",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009588",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009592",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009597",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01032587",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009763",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009767",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009769",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009770",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009773",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009777",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009766",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009768",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009775",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009758",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009788",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009756",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009762",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01033187",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009781",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009786",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009790",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009779",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009782",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009783",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009891",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009893",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009844",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009879",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009881",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009885",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009748",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009839",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009883",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009884",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009886",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009818",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009887",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009890",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009824",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009751",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009752",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009753",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009754",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009841",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009840",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009842",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009871",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009875",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009872",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009874",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009876",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009877",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009741",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009744",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009746",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009747",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009740",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009742",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009743",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009918",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009865",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009866",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009792",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009795",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009910",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009721",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009725",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009834",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009833",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009809",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009813",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009861",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009862",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009868",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009734",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009856",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009906",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009831",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009837",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009732",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009733",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009857",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009832",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010085",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010086",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010087",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010088",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010089",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009969",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009971",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009960",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009966",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010092",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009962",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009963",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009964",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009965",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010090",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010091",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010096",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010030",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010036",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009982",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009983",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010029",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010037",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009991",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009994",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009995",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009996",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009997",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009998",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010010",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010007",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010009",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010093",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010095",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010098",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010099",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010100",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009978",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010031",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010032",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010033",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010074",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010066",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010068",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010070",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010076",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009977",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009979",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009980",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010071",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009947",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009992",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009993",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010103",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010104",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009981",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009985",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01032887",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009989",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009988",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010016",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010018",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010072",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010073",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010077",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010080",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010083",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010084",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010020",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010039",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010044",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009934",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009935",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010004",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010056",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010038",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010041",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010045",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010003",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010005",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009938",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009943",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009944",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010051",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010058",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009937",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009940",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009941",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009942",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009929",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009930",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009932",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009921",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009922",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009926",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009928",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01009933",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009952",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009955",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009956",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010042",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010001",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010025",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010028",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009953",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01009954",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009957",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01009951",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010120",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010235",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010236",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010239",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010240",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010146",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010234",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010237",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010238",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010147",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010148",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010125",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010129",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010139",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010141",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010140",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010142",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010143",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010144",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010111",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010126",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010127",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010128",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010130",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010131",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010112",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010113",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010137",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010158",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010178",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010232",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010200",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010204",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010218",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010301",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010302",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010308",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010347",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010252",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010254",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010349",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010284",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010286",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010290",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010253",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010292",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010294",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010291",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010293",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010298",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010299",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010300",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010321",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010397",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010282",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010287",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010288",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010289",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010277",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010283",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01032889",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010396",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010400",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010242",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010244",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010320",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010322",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010323",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010324",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010271",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010272",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010273",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010295",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010279",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010374",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01032888",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010383",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010381",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010274",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010275",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010258",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010260",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010266",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010318",1,1.1,"1 Struggling, More Vulnerable Urbanites","1.1 Disadvantaged Single Households"
"E01010401",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010403",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010404",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010408",1,1.3,"1 Struggling, More Vulnerable Urbanites","1.3 Terraced Mix, Relative Stability"
"E01010270",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
"E01010362",1,1.2,"1 Struggling, More Vulnerable Urbanites","1.2 Struggling White British"
